Source,Target,Type,weight,year
deadlock,deadlock,Directed,1,2013
flow control,NoC for manycore,Directed,1,2013
router design,NoC for manycore,Directed,1,2013
deadlock,NoC for manycore,Directed,1,2013
flow control,NoC for manycore,Directed,1,2013
router design,NoC for manycore,Directed,1,2013
deadlock,NoC for manycore,Directed,1,2013
flow control,modeling,Directed,1,2013
flow control,mapping,Directed,1,2013
router design,modeling,Directed,1,2013
router design,mapping,Directed,1,2013
deadlock,modeling,Directed,1,2013
deadlock,mapping,Directed,1,2013
flow control,Routing,Directed,1,2013
flow control,router design,Directed,1,2013
flow control,deadlock,Directed,1,2013
router design,Routing,Directed,1,2013
router design,router design,Directed,1,2013
router design,deadlock,Directed,1,2013
deadlock,Routing,Directed,1,2013
deadlock,router design,Directed,1,2013
deadlock,deadlock,Directed,1,2013
flow control,Routing,Directed,1,2013
flow control,power consumption,Directed,1,2013
flow control,flow control,Directed,1,2013
flow control,performance,Directed,1,2013
router design,Routing,Directed,1,2013
router design,power consumption,Directed,1,2013
router design,flow control,Directed,1,2013
router design,performance,Directed,1,2013
deadlock,Routing,Directed,1,2013
deadlock,power consumption,Directed,1,2013
deadlock,flow control,Directed,1,2013
deadlock,performance,Directed,1,2013
topology,emerge technology,Directed,1,2012
topology,topology,Directed,1,2012
router design,emerge technology,Directed,1,2012
router design,topology,Directed,1,2012
topology,Routing,Directed,1,2012
router design,Routing,Directed,1,2012
topology,topology,Directed,1,2012
router design,topology,Directed,1,2012
topology,topology,Directed,1,2012
router design,topology,Directed,1,2012
modeling,Emulation and Simulation/Simulator,Directed,1,2016
modeling,router design,Directed,1,2016
modeling,NoC for memory,Directed,1,2016
modeling,flow control,Directed,1,2016
modeling,modeling,Directed,1,2016
modeling,mapping,Directed,1,2016
modeling,emerge technology,Directed,1,2016
modeling,Emulation and Simulation/Simulator,Directed,1,2016
modeling,Emulation and Simulation/Simulator,Directed,1,2016
modeling,topology,Directed,1,2016
modeling,Routing,Directed,1,2016
modeling,flow control,Directed,1,2016
modeling,router design,Directed,1,2016
flow control,router design,Directed,1,2012
flow control,flow control,Directed,1,2012
flow control,topology,Directed,1,2012
flow control,flow control,Directed,1,2012
flow control,reconfiguration,Directed,1,2012
emerge technology,NoC for memory,Directed,1,2009
topology,NoC for memory,Directed,1,2009
emerge technology,emerge technology,Directed,1,2009
topology,emerge technology,Directed,1,2009
emerge technology,topology,Directed,1,2009
topology,topology,Directed,1,2009
emerge technology,compression,Directed,1,2009
topology,compression,Directed,1,2009
emerge technology,topology,Directed,1,2009
emerge technology,NoC for manycore,Directed,1,2009
topology,topology,Directed,1,2009
topology,NoC for manycore,Directed,1,2009
emerge technology,topology,Directed,1,2009
emerge technology,power consumption,Directed,1,2009
emerge technology,mapping,Directed,1,2009
topology,topology,Directed,1,2009
topology,power consumption,Directed,1,2009
topology,mapping,Directed,1,2009
emerge technology,Routing,Directed,1,2009
topology,Routing,Directed,1,2009
power/thermal management,Link,Directed,1,2011
power/thermal management,power consumption,Directed,1,2011
power/thermal management,area,Directed,1,2011
power/thermal management,flow control,Directed,1,2011
power/thermal management,router design,Directed,1,2011
power/thermal management,flow control,Directed,1,2011
flow control,flow control,Directed,1,2011
deadlock,flow control,Directed,1,2011
flow control,flow control,Directed,1,2011
flow control,deadlock,Directed,1,2011
deadlock,flow control,Directed,1,2011
deadlock,deadlock,Directed,1,2011
flow control,flow control,Directed,1,2011
flow control,router design,Directed,1,2011
flow control,NoC for manycore,Directed,1,2011
deadlock,flow control,Directed,1,2011
deadlock,router design,Directed,1,2011
deadlock,NoC for manycore,Directed,1,2011
flow control,deadlock,Directed,1,2011
flow control,flow control,Directed,1,2011
deadlock,deadlock,Directed,1,2011
deadlock,flow control,Directed,1,2011
flow control,Routing,Directed,1,2011
flow control,flow control,Directed,1,2011
deadlock,Routing,Directed,1,2011
deadlock,flow control,Directed,1,2011
flow control,NoC for manycore,Directed,1,2011
deadlock,NoC for manycore,Directed,1,2011
flow control,Routing,Directed,1,2011
flow control,router design,Directed,1,2011
flow control,flow control,Directed,1,2011
deadlock,Routing,Directed,1,2011
deadlock,router design,Directed,1,2011
deadlock,flow control,Directed,1,2011
flow control,Link,Directed,1,2011
flow control,power consumption,Directed,1,2011
flow control,area,Directed,1,2011
flow control,flow control,Directed,1,2011
deadlock,Link,Directed,1,2011
deadlock,power consumption,Directed,1,2011
deadlock,area,Directed,1,2011
deadlock,flow control,Directed,1,2011
flow control,Bufferless,Directed,1,2011
deadlock,Bufferless,Directed,1,2011
flow control,Routing,Directed,1,2011
flow control,power consumption,Directed,1,2011
flow control,flow control,Directed,1,2011
flow control,performance,Directed,1,2011
deadlock,Routing,Directed,1,2011
deadlock,power consumption,Directed,1,2011
deadlock,flow control,Directed,1,2011
deadlock,performance,Directed,1,2011
flow control,emerge technology,Directed,1,2011
deadlock,emerge technology,Directed,1,2011
flow control,router design,Directed,1,2011
flow control,topology,Directed,1,2011
deadlock,router design,Directed,1,2011
deadlock,topology,Directed,1,2011
emerge technology,emerge technology,Directed,1,2011
emerge technology,topology,Directed,1,2011
emerge technology,modeling,Directed,1,2011
emerge technology,mapping,Directed,1,2011
emerge technology,router design,Directed,1,2011
emerge technology,emerge technology,Directed,1,2011
emerge technology,emerge technology,Directed,1,2011
emerge technology,NoC for different applications,Directed,1,2011
emerge technology,modeling,Directed,1,2011
emerge technology,topology,Directed,1,2011
emerge technology,NoC for manycore,Directed,1,2011
topology,flow control,Directed,1,2009
topology,Routing,Directed,1,2009
topology,flow control,Directed,1,2009
topology,router design,Directed,1,2009
topology,NoC for manycore,Directed,1,2009
topology,Design space Exploration,Directed,1,2009
topology,Process Variation,Directed,1,2009
topology,temperature,Directed,1,2009
topology,Design space Exploration,Directed,1,2009
topology,Process Variation,Directed,1,2009
topology,topology,Directed,1,2009
topology,router design,Directed,1,2009
topology,router design,Directed,1,2009
topology,modeling,Directed,1,2009
topology,router design,Directed,1,2009
topology,topology,Directed,1,2009
topology,NoC for manycore,Directed,1,2009
flow control,flow control,Directed,1,2008
flow control,topology,Directed,1,2008
Routing,flow control,Directed,1,2008
Routing,topology,Directed,1,2008
flow control,flow control,Directed,1,2008
flow control,router design,Directed,1,2008
flow control,NoC for manycore,Directed,1,2008
Routing,flow control,Directed,1,2008
Routing,router design,Directed,1,2008
Routing,NoC for manycore,Directed,1,2008
flow control,Design space Exploration,Directed,1,2008
flow control,Process Variation,Directed,1,2008
flow control,temperature,Directed,1,2008
flow control,Design space Exploration,Directed,1,2008
flow control,Process Variation,Directed,1,2008
Routing,Design space Exploration,Directed,1,2008
Routing,Process Variation,Directed,1,2008
Routing,temperature,Directed,1,2008
Routing,Design space Exploration,Directed,1,2008
Routing,Process Variation,Directed,1,2008
flow control,router design,Directed,1,2008
flow control,Routing,Directed,1,2008
Routing,router design,Directed,1,2008
Routing,Routing,Directed,1,2008
flow control,topology,Directed,1,2008
flow control,router design,Directed,1,2008
Routing,topology,Directed,1,2008
Routing,router design,Directed,1,2008
flow control,router design,Directed,1,2008
Routing,router design,Directed,1,2008
flow control,modeling,Directed,1,2008
Routing,modeling,Directed,1,2008
flow control,modeling,Directed,1,2008
flow control,router design,Directed,1,2008
Routing,modeling,Directed,1,2008
Routing,router design,Directed,1,2008
flow control,flow control,Directed,1,2008
flow control,reconfiguration,Directed,1,2008
Routing,flow control,Directed,1,2008
Routing,reconfiguration,Directed,1,2008
emerge technology,NoC for memory,Directed,1,2007
NoC for memory,NoC for memory,Directed,1,2007
router design,emerge technology,Directed,1,2010
emerge technology,emerge technology,Directed,1,2010
router design,emerge technology,Directed,1,2010
router design,topology,Directed,1,2010
emerge technology,emerge technology,Directed,1,2010
emerge technology,topology,Directed,1,2010
router design,flow control,Directed,1,2010
router design,router design,Directed,1,2010
router design,NoC for manycore,Directed,1,2010
emerge technology,flow control,Directed,1,2010
emerge technology,router design,Directed,1,2010
emerge technology,NoC for manycore,Directed,1,2010
router design,topology,Directed,1,2010
emerge technology,topology,Directed,1,2010
router design,topology,Directed,1,2010
emerge technology,topology,Directed,1,2010
router design,emerge technology,Directed,1,2010
emerge technology,emerge technology,Directed,1,2010
router design,NoC for different applications,Directed,1,2010
emerge technology,NoC for different applications,Directed,1,2010
router design,topology,Directed,1,2010
router design,NoC for manycore,Directed,1,2010
emerge technology,topology,Directed,1,2010
emerge technology,NoC for manycore,Directed,1,2010
NoC for memory,Emulation and Simulation/Simulator,Directed,1,2009
NoC for memory,router design,Directed,1,2009
NoC for memory,NoC for memory,Directed,1,2009
NoC for memory,flow control,Directed,1,2009
NoC for memory,Routing,Directed,1,2009
NoC for memory,router design,Directed,1,2009
NoC for memory,topology,Directed,1,2009
NoC for memory,NoC for manycore,Directed,1,2009
mapping,Routing,Directed,1,2013
mapping,flow control,Directed,1,2013
mapping,performance,Directed,1,2013
mapping,NoC for memory,Directed,1,2013
NoC for memory,Routing,Directed,1,2013
NoC for memory,flow control,Directed,1,2013
NoC for memory,performance,Directed,1,2013
NoC for memory,NoC for memory,Directed,1,2013
mapping,flow control,Directed,1,2013
NoC for memory,flow control,Directed,1,2013
mapping,mapping,Directed,1,2013
mapping,QoS,Directed,1,2013
mapping,area,Directed,1,2013
mapping,power consumption,Directed,1,2013
mapping,topology,Directed,1,2013
NoC for memory,mapping,Directed,1,2013
NoC for memory,QoS,Directed,1,2013
NoC for memory,area,Directed,1,2013
NoC for memory,power consumption,Directed,1,2013
NoC for memory,topology,Directed,1,2013
mapping,mapping,Directed,1,2013
mapping,Routing Routing,Directed,1,2013
mapping,deadlock,Directed,1,2013
NoC for memory,mapping,Directed,1,2013
NoC for memory,Routing Routing,Directed,1,2013
NoC for memory,deadlock,Directed,1,2013
mapping,QoS,Directed,1,2013
mapping,flow control,Directed,1,2013
mapping,router design,Directed,1,2013
NoC for memory,QoS,Directed,1,2013
NoC for memory,flow control,Directed,1,2013
NoC for memory,router design,Directed,1,2013
mapping,mapping,Directed,1,2013
mapping,emerge technology,Directed,1,2013
NoC for memory,mapping,Directed,1,2013
NoC for memory,emerge technology,Directed,1,2013
mapping,Routing,Directed,1,2013
mapping,performance,Directed,1,2013
mapping,flow control,Directed,1,2013
NoC for memory,Routing,Directed,1,2013
NoC for memory,performance,Directed,1,2013
NoC for memory,flow control,Directed,1,2013
mapping,mapping,Directed,1,2013
NoC for memory,mapping,Directed,1,2013
NoC for memory,mapping,Directed,1,2007
flow control,mapping,Directed,1,2007
topology,mapping,Directed,1,2007
Routing,mapping,Directed,1,2007
NoC for memory,NoC for memory,Directed,1,2007
flow control,NoC for memory,Directed,1,2007
topology,NoC for memory,Directed,1,2007
Routing,NoC for memory,Directed,1,2007
NoC for memory,modeling,Directed,1,2007
NoC for memory,flow control,Directed,1,2007
NoC for memory,mapping,Directed,1,2007
flow control,modeling,Directed,1,2007
flow control,flow control,Directed,1,2007
flow control,mapping,Directed,1,2007
topology,modeling,Directed,1,2007
topology,flow control,Directed,1,2007
topology,mapping,Directed,1,2007
Routing,modeling,Directed,1,2007
Routing,flow control,Directed,1,2007
Routing,mapping,Directed,1,2007
NoC for memory,router design,Directed,1,2007
flow control,router design,Directed,1,2007
topology,router design,Directed,1,2007
Routing,router design,Directed,1,2007
NoC for memory,modeling,Directed,1,2007
NoC for memory,router design,Directed,1,2007
flow control,modeling,Directed,1,2007
flow control,router design,Directed,1,2007
topology,modeling,Directed,1,2007
topology,router design,Directed,1,2007
Routing,modeling,Directed,1,2007
Routing,router design,Directed,1,2007
flow control,flow control,Directed,1,2005
flow control,reconfiguration,Directed,1,2005
topology,flow control,Directed,1,2005
topology,reconfiguration,Directed,1,2005
router design,mapping,Directed,1,2014
Reliability,mapping,Directed,1,2014
router design,NoC for manycore,Directed,1,2014
Reliability,NoC for manycore,Directed,1,2014
router design,Bufferless,Directed,1,2014
Reliability,Bufferless,Directed,1,2014
router design,Routing,Directed,1,2014
router design,power consumption,Directed,1,2014
router design,flow control,Directed,1,2014
router design,performance,Directed,1,2014
Reliability,Routing,Directed,1,2014
Reliability,power consumption,Directed,1,2014
Reliability,flow control,Directed,1,2014
Reliability,performance,Directed,1,2014
router design,Routing,Directed,1,2014
router design,flow control,Directed,1,2014
Reliability,Routing,Directed,1,2014
Reliability,flow control,Directed,1,2014
router design,reconfiguration,Directed,1,2014
router design,Routing,Directed,1,2014
Reliability,reconfiguration,Directed,1,2014
Reliability,Routing,Directed,1,2014
router design,Reliability,Directed,1,2014
router design,Routing,Directed,1,2014
